chr10_1004;chr19_957
chr2_3631;chr1_6276
chr2_3632;chr1_1114
chr2_3633;chr1_1106
chr2_3635;chr1_1101
chr2_3637;chr1_5287
chr2_3638;chr1_3831
chr2_3638;chr1_4819
chr2_3639;chr1_1081
chr2_3646;chr1_2425
chr2_3648;chr1_7005
chr2_364;chr1_743
chr2_3653;chr1_5289
chr2_3654;chr1_4818
chr2_3655;chr18_1135
chr2_3655;chr18_1136
chr2_3657;chr18_2250
chr2_3669;chr1_4156
chr2_3674;chr1_1169
chr2_367;chr1_769
chr2_3680;chr1_1187
chr2_3685;chr2_5083
chr2_3697;chr2_768
chr2_3699;chr2_804
chr2_369;chr1_779
chr2_3701;chr2_818
chr2_3702;chr2_3384
chr2_3703;chr2_827
chr2_3704;chr2_847
chr2_3710;chr2_4124
chr2_3714;chr2_4475
chr2_3717;chr2_903
chr2_3718;chr2_905
chr2_3719;chr2_908
chr2_3723;chr2_913
chr2_3730;chr2_5090
chr2_3735;chr2_937
chr2_3736;chr2_943
chr2_3737;chr2_944
chr2_3738;chr2_5391
chr2_3748;chr2_3588
chr2_3755;chr2_5691
chr2_3756;chr2_5094
chr2_3759;chr2_3600
chr2_375;chr1_829
chr2_3765;chr2_4495
chr2_3768;chr2_1017
chr2_376;chr1_5248
chr2_3776;chr2_1025
chr2_3784;chr2_1042
chr2_3785;chr2_1043
chr2_3785;chr2_1056
chr2_3789;chr2_1045
chr2_378;chr1_874
chr2_378;chr1_876
chr2_3790;chr2_1045
chr2_3791;chr2_7077
chr2_3792;chr2_5113
chr2_3793;chr2_5113
chr2_3799;chr2_5717
chr2_3803;chr2_8078
chr2_3804;chr2_6297
chr2_380;chr1_3007
chr2_3821;chr2_8081
chr2_3822;chr2_3030
chr2_3823;chr2_1119
chr2_3828;chr2_1142
chr2_3828;chr2_1143
chr2_3829;chr2_3623
chr2_3830;chr2_5746
chr2_3838;chr2_7410
chr2_3839;chr2_7086
chr2_3841;chr2_1155
chr2_3844;chr2_7421
chr2_3847;chr2_6320
chr2_3848;chr2_1181
chr2_3851;chr2_7436
chr2_3856;chr2_1243
chr2_3862;chr1_331
chr2_3863;chr1_341
chr2_3868;chr1_377
chr2_3870;chr1_3672
chr2_3871;chr1_4464
chr2_3878;chr1_370
chr2_3882;chr1_365
chr2_3885;chr1_2807
chr2_3890;chr1_357
chr2_3891;chr1_356
chr2_3895;chr1_392
chr2_3896;chr1_389
chr2_3898;chr1_7113
chr2_38;chr2_1034
chr2_3902;chr1_467
chr2_3907;chr1_2843
chr2_3916;chr1_511
chr2_391;chr12_236
chr2_3921;chr1_5165
chr2_3926;chr1_4680
chr2_3927;chr1_4680
chr2_3931;chr1_3704
chr2_3932;chr1_2879
chr2_3933;chr1_2879
chr2_3933;chr1_2881
chr2_3937;chr1_6673
chr2_3941;chr1_2328
chr2_3941;chr1_4677
chr2_3944;chr1_3706
chr2_394;chr12_199
chr2_3953;chr1_6674
chr2_3962;chr1_595
chr2_3966;chr1_6963
chr2_3968;chr1_6685
chr2_3969;chr1_4686
chr2_396;chr12_210
chr2_3970;chr1_625
chr2_3971;chr1_2341
chr2_3976;chr1_2911
chr2_397;chr12_217
chr2_3981;chr1_2921
chr2_3982;chr1_699
chr2_3983;chr1_5610
chr2_3989;chr1_5611
chr2_3996;chr1_717
chr2_3997;chr1_721
chr2_3998;chr1_727
chr2_399;chr12_175
chr2_39;chr2_6301
chr2_4015;chr1_7120
chr2_4017;chr1_6188
chr2_401;chr12_77
chr2_4022;chr1_758
chr2_4025;chr1_4481
chr2_4030;chr1_5941
chr2_4030;chr1_5942
chr2_4031;chr1_5942
chr2_4034;chr1_778
chr2_4042;chr1_783
chr2_4049;chr1_788
chr2_4050;chr1_782
chr2_4062;chr1_6719
chr2_4063;chr1_6982
chr2_4065;chr1_3769
chr2_4071;chr1_852
chr2_4073;chr1_5948
chr2_4075;chr1_866
chr2_4087;chr1_896
chr2_4089;chr1_883
chr2_4091;chr1_891
chr2_4099;chr1_4773
chr2_4103;chr1_3006
chr2_4107;chr1_939
chr2_410;chr12_19
chr2_4112;chr1_2667
chr2_4118;chr1_5654
chr2_411;chr12_1640
chr2_4123;chr1_2407
chr2_4125;chr1_2408
chr2_4128;chr1_972
chr2_4135;chr1_6231
chr2_413;chr5_323
chr2_414;chr5_2589
chr2_414;chr5_330
chr2_4158;chr7_2626
chr2_4159;chr6_5667
chr2_415;chr5_4198
chr2_4163;chr6_930
chr2_4165;chr6_3003
chr2_4166;chr6_3003
chr2_416;chr5_316
chr2_4174;chr1_4627
chr2_4177;chr1_2729
chr2_4179;chr1_6085
chr2_4187;chr1_7145
chr2_4189;chr2_1914
chr2_418;chr5_339
chr2_418;chr5_374
chr2_4199;chr2_3589
chr2_41;chr1_387
chr2_4200;chr2_3589
chr2_4207;chr1_3353
chr2_420;chr17_1212
chr2_4211;chr1_6152
chr2_4217;chr1_814
chr2_4218;chr1_825
chr2_421;chr17_1244
chr2_4227;chr1_2719
chr2_4236;chr1_558
chr2_4247;chr17_2601
chr2_4258;chr1_3641
chr2_4267;chr2_7583
chr2_426;chr17_1332
chr2_4272;chr2_4428
chr2_4281;chr1_433
chr2_4282;chr1_6140
chr2_4288;chr1_4474
chr2_428;chr17_2584
chr2_4293;chr1_2968
chr2_4294;chr1_3371
chr2_429;chr17_1352
chr2_42;chr1_579
chr2_4310;chr1_2906
chr2_4314;chr1_4780
chr2_4335;chr12_2423
chr2_4342;chr12_3811
chr2_434;chr11_4894
chr2_4373;chr17_1718
chr2_437;chr11_357
chr2_4419;chr6_3303
chr2_442;chr11_6290
chr2_4430;chr1_3662
chr2_4431;chr1_271
chr2_443;chr11_2351
chr2_4440;chr2_5047
chr2_444;chr11_294
chr2_4462;chr1_5897
chr2_446;chr11_279
chr2_4475;chr2_2954
chr2_4485;chr2_7799
chr2_4487;chr2_2977
chr2_4491;chr2_2982
chr2_4492;chr2_4994
chr2_4496;chr2_2986
chr2_4499;chr2_4995
chr2_449;chr11_4724
chr2_450;chr6_5239
chr2_452;chr6_1102
chr2_4535;chr2_5124
chr2_4538;chr15_1571
chr2_455;chr6_1101
chr2_4564;chr1_6147
chr2_4565;chr1_2311
chr2_4566;chr1_5929
chr2_4571;chr1_542
chr2_4576;chr1_2890
chr2_457;chr6_1084
chr2_4581;chr1_4099
chr2_458;chr6_1080
chr2_458;chr6_1081
chr2_4599;chr1_6971
chr2_459;chr6_999
chr2_45;chr1_2368
chr2_4600;chr1_2354
chr2_4606;chr1_5203
chr2_460;chr6_999
chr2_4615;chr1_4241
chr2_4615;chr1_4242
chr2_4618;chr1_6199
chr2_4624;chr1_835
chr2_4634;chr12_51
chr2_4636;chr17_3600
chr2_4637;chr17_1300
chr2_4638;chr17_4486
chr2_463;chr6_2774
chr2_4646;chr17_3214
chr2_4647;chr17_3620
chr2_464;chr6_987
chr2_4655;chr6_4763
chr2_4656;chr6_4921
chr2_4658;chr6_4761
chr2_465;chr6_974
chr2_4661;chr6_1014
chr2_4662;chr6_4051
chr2_4663;chr6_1056
chr2_4667;chr2_5917
chr2_4669;chr1_4640
chr2_466;chr6_980
chr2_4673;chr1_3406
chr2_4679;chr2_5656
chr2_467;chr6_990
chr2_4691;chr2_6667
chr2_4693;chr2_3038
chr2_4699;chr1_5575
chr2_469;chr6_952
chr2_4700;chr1_2657
chr2_4704;chr1_5143
chr2_470;chr6_939
chr2_4711;chr1_4670
chr2_4714;chr1_550
chr2_4717;chr1_646
chr2_4720;chr1_866
chr2_4725;chr12_164
chr2_4726;chr12_164
chr2_4729;chr12_2623
chr2_472;chr6_4027
chr2_4730;chr12_2623
chr2_4734;chr5_4196
chr2_4736;chr5_329
chr2_4739;chr5_336
chr2_4742;chr17_1307
chr2_4743;chr17_1315
chr2_4750;chr17_2105
chr2_4753;chr17_1416
chr2_4759;chr17_1474
chr2_4760;chr17_4355
chr2_4768;chr11_4441
chr2_4774;chr11_319
chr2_4777;chr11_6295
chr2_477;chr6_925
chr2_4780;chr11_312
chr2_4785;chr11_4877
chr2_4789;chr6_1112
chr2_478;chr6_4439
chr2_478;chr6_900
chr2_4790;chr6_1084
chr2_479;chr6_3299
chr2_47;chr1_5798
chr2_480;chr6_901
chr2_4815;chr18_1957
chr2_4816;chr2_727
chr2_4817;chr2_7320
chr2_4819;chr2_745
chr2_4820;chr2_750
chr2_4822;chr2_6636
chr2_4823;chr2_833
chr2_4825;chr2_5655
chr2_4828;chr2_2974
chr2_4829;chr2_885
chr2_4832;chr2_3009
chr2_4834;chr2_990
chr2_4839;chr1_293
chr2_4839;chr1_294
chr2_4840;chr1_304
chr2_4843;chr1_300
chr2_4844;chr1_302
chr2_4845;chr1_325
chr2_4846;chr1_296
chr2_4847;chr1_298
chr2_484;chr6_4911
chr2_4850;chr1_4657
chr2_4850;chr1_5578
chr2_4856;chr1_444
chr2_4859;chr1_468
chr2_4860;chr1_461
chr2_4863;chr1_525
chr2_4865;chr1_609
chr2_4866;chr1_4692
chr2_4867;chr1_2345
chr2_4868;chr1_5189
chr2_4869;chr1_3363
chr2_4869;chr1_5190
chr2_4871;chr1_634
chr2_4872;chr1_634
chr2_4874;chr1_646
chr2_4879;chr1_649
chr2_487;chr6_871
chr2_4881;chr1_5186
chr2_4884;chr1_5191
chr2_4885;chr1_3727
chr2_4888;chr1_4226
chr2_4889;chr1_729
chr2_4890;chr1_6699
chr2_4899;chr1_5239
chr2_489;chr17_3304
chr2_48;chr1_895
chr2_4902;chr1_4775
chr2_4906;chr12_3279
chr2_4909;chr5_281
chr2_4912;chr5_3173
chr2_4927;chr6_3007
chr2_4932;chr1_2726
chr2_4933;chr1_217
chr2_4939;chr18_1959
chr2_4940;chr18_1414
chr2_4941;chr18_1955
chr2_4943;chr2_5669
chr2_4948;chr1_483
chr2_4949;chr1_4707
chr2_4950;chr1_2917
chr2_4951;chr1_632
chr2_4952;chr1_2912
chr2_4953;chr1_668
chr2_4960;chr1_3803
chr2_4961;chr1_1004
chr2_4963;chr1_987
chr2_4964;chr1_996
chr2_4965;chr1_997
chr2_4968;chr12_3143
chr2_496;chr1_134
chr2_4971;chr12_192
chr2_4977;chr12_2432
chr2_4995;chr12_129
chr2_4996;chr12_129
chr2_4997;chr12_1357
chr2_4998;chr12_2413
chr2_499;chr1_145
chr2_49;chr1_934
chr2_5001;chr12_3123
chr2_500;chr1_146
chr2_5011;chr12_2047
chr2_5019;chr5_292
chr2_5021;chr5_314
chr2_5022;chr5_329
chr2_5024;chr5_2158
chr2_5025;chr5_4200
chr2_5026;chr5_6217
chr2_5028;chr5_348
chr2_5037;chr17_2574
chr2_503;chr1_3639
chr2_5041;chr17_3476
chr2_5042;chr17_3477
chr2_5044;chr17_1266
chr2_5045;chr17_1266
chr2_5045;chr17_1267
chr2_5049;chr17_4333
chr2_504;chr1_3653
chr2_5051;chr17_1279
chr2_5054;chr17_3604
chr2_5057;chr17_1309
chr2_5060;chr17_3483
chr2_5062;chr17_2093
chr2_5064;chr17_1915
chr2_5069;chr17_3226
chr2_506;chr1_193
chr2_5074;chr17_1379
chr2_5077;chr17_4215
chr2_5082;chr17_3806
chr2_5084;chr17_3241
chr2_5088;chr17_2596
chr2_5092;chr17_2112
chr2_5093;chr17_1710
chr2_5095;chr17_1713
chr2_5098;chr17_2113
chr2_50;chr12_254
chr2_5103;chr11_389
chr2_5104;chr11_386
chr2_5110;chr11_2888
chr2_5112;chr11_2367
chr2_5116;chr11_368
chr2_511;chr10_488
chr2_5124;chr11_298
chr2_5126;chr11_5354
chr2_5128;chr11_5358
chr2_5130;chr11_6787
chr2_5132;chr6_1121
chr2_5134;chr6_1099
chr2_5138;chr6_2462
chr2_513;chr10_4309
chr2_5140;chr6_3647
chr2_5142;chr6_4051
chr2_5143;chr6_3326
chr2_5146;chr6_4050
chr2_5147;chr6_1021
chr2_5148;chr6_1013
chr2_5156;chr6_998
chr2_5157;chr6_5465
chr2_5158;chr6_3814
chr2_5159;chr6_2451
chr2_5159;chr6_966
chr2_5160;chr6_956
chr2_5162;chr6_3636
chr2_5168;chr6_891
chr2_5169;chr6_4028
chr2_516;chr2_5922
chr2_518;chr1_1152
chr2_5199;chr1_3339
chr2_5206;chr1_273
chr2_5213;chr2_5186
chr2_5213;chr2_5188
chr2_521;chr1_1071
chr2_5220;chr1_4825
chr2_5221;chr1_4825
chr2_5226;chr1_6754
chr2_5231;chr1_1099
chr2_5235;chr1_1079
chr2_5235;chr1_1089
chr2_5239;chr1_1078
chr2_5241;chr1_3033
chr2_5246;chr16_1902
chr2_5250;chr1_4833
chr2_5251;chr1_3414
chr2_5255;chr2_6142
chr2_525;chr18_3219
chr2_5261;chr2_4423
chr2_5272;chr2_845
chr2_5273;chr2_5085
chr2_5277;chr2_5658
chr2_5278;chr2_5659
chr2_5280;chr2_857
chr2_5287;chr2_7346
chr2_528;chr1_2704
chr2_5291;chr2_2975
chr2_5295;chr2_880
chr2_5304;chr2_3582
chr2_5306;chr2_7817
chr2_530;chr1_1177
chr2_5313;chr2_4136
chr2_5315;chr2_1099
chr2_5318;chr2_3618
chr2_5324;chr2_1180
chr2_5325;chr2_7435
chr2_5328;chr2_1177
chr2_5329;chr2_1211
chr2_5330;chr1_286
chr2_5338;chr1_382
chr2_5342;chr1_5143
chr2_5344;chr1_5143
chr2_5347;chr1_5578
chr2_534;chr1_3051
chr2_5355;chr1_425
chr2_5356;chr1_5918
chr2_5357;chr1_425
chr2_535;chr1_3051
chr2_5362;chr1_457
chr2_5367;chr1_4669
chr2_5370;chr1_4193
chr2_5374;chr1_4201
chr2_5375;chr1_2343
chr2_5375;chr1_4201
chr2_537;chr2_867
chr2_5381;chr1_4701
chr2_5390;chr1_2350
chr2_5396;chr1_710
chr2_5405;chr1_4732
chr2_5413;chr1_768
chr2_5416;chr1_777
chr2_5419;chr1_6978
chr2_5422;chr1_3545
chr2_5425;chr1_7093
chr2_5426;chr1_811
chr2_5427;chr1_4250
chr2_5428;chr1_2988
chr2_5437;chr1_2384
chr2_5442;chr1_5250
chr2_5449;chr1_934
chr2_5451;chr1_5645
chr2_5452;chr1_5649
chr2_5453;chr1_7166
chr2_5456;chr1_1009
chr2_545;chr2_1009
chr2_547;chr2_7813
chr2_54;chr12_240
chr2_551;chr2_1038
chr2_552;chr2_1061
chr2_553;chr2_1067
chr2_554;chr2_1093
chr2_556;chr2_5775
chr2_558;chr2_3633
chr2_560;chr2_1204
chr2_562;chr1_370
chr2_565;chr1_403
chr2_568;chr1_463
chr2_571;chr1_3534
chr2_574;chr1_508
chr2_575;chr1_545
chr2_579;chr1_583
chr2_582;chr1_625
chr2_583;chr1_663
chr2_586;chr1_663
chr2_587;chr1_2910
chr2_58;chr12_3835
chr2_590;chr1_2923
chr2_590;chr1_682
chr2_591;chr1_5787
chr2_592;chr1_688
chr2_594;chr1_690
chr2_595;chr1_5939
chr2_597;chr1_2942
chr2_597;chr1_2943
chr2_597;chr1_2945
chr2_5;chr12_171
chr2_603;chr1_6194
chr2_609;chr1_3760
chr2_611;chr1_816
chr2_617;chr1_2985
chr2_618;chr1_5804
chr2_621;chrX_556
chr2_622;chr1_920
chr2_624;chr1_2666
chr2_627;chr1_999
chr2_628;chr1_992
chr2_629;chr1_998
chr2_631;chr1_1013
chr2_637;chr12_4092
chr2_639;chr12_219
chr2_643;chr5_4649
chr2_644;chr5_4650
chr2_646;chr5_332
chr2_647;chr5_307
chr2_649;chr5_3048
chr2_652;chr5_3179
chr2_655;chr17_1236
chr2_655;chr17_1237
chr2_661;chr11_4432
chr2_669;chr6_864
chr2_672;chr2_4684
chr2_673;chr2_4682
chr2_673;chr2_4683
chr2_675;chr1_2722
chr2_67;chr12_1665
chr2_680;chr1_2268
chr2_681;chr1_199
chr2_684;chr2_1889
chr2_692;chr2_1938
chr2_694;chr2_4219
chr2_696;chr1_1115
chr2_698;chr18_229
chr2_699;chr18_221
chr2_69;chr12_163
chr2_6;chr12_43
chr2_703;chr16_1910
chr2_704;chr1_2702
chr2_708;chr2_834
chr2_711;chr2_973
chr2_713;chr2_3012
chr2_714;chr2_6289
chr2_717;chr2_1103
chr2_71;chr12_1346
chr2_724;chr2_1174
chr2_724;chr2_1175
chr2_734;chr1_312
chr2_734;chr1_313
chr2_738;chr1_3666
chr2_741;chr1_462
chr2_746;chr1_3681
chr2_747;chr1_2314
chr2_74;chr12_2042
chr2_74;chr12_2592
chr2_756;chr1_696
chr2_757;chr1_2663
chr2_759;chr1_808
chr2_75;chr12_1339
chr2_760;chr1_3764
chr2_762;chr1_3771
chr2_763;chr1_3772
chr2_764;chr1_2381
chr2_765;chr1_3770
chr2_767;chr1_3781
chr2_768;chr1_4261
chr2_769;chr1_914
chr2_76;chr12_2892
chr2_772;chr1_936
chr2_777;chr7_4642
chr2_77;chr12_1334
chr2_795;chr12_233
chr2_79;chr12_36
chr2_801;chr12_191
chr2_809;chr12_2433
chr2_815;chr12_192
chr2_816;chr12_199
chr2_822;chr12_3830
chr2_828;chr12_221
chr2_829;chr12_187
chr2_830;chr12_2057
chr2_831;chr12_1362
chr2_833;chr12_2526
chr2_836;chr12_2526
chr2_837;chr12_184
chr2_839;chr12_178
chr2_83;chr12_15
chr2_841;chr12_3826
chr2_842;chr12_186
chr2_845;chr12_1628
chr2_848;chr12_2422
chr2_849;chr12_3824
chr2_84;chr5_295
chr2_853;chr12_155
chr2_860;chr12_1659
chr2_860;chr12_1660
chr2_863;chr12_135
chr2_864;chr12_1652
chr2_868;chr12_124
chr2_870;chr12_123
chr2_883;chr12_109
chr2_887;chr12_74
chr2_888;chr12_71
chr2_890;chr12_65
chr2_892;chr12_59
chr2_894;chr12_56
chr2_896;chr12_1644
chr2_897;chr12_1346
chr2_897;chr12_3356
chr2_900;chr12_1344
chr2_902;chr12_39
chr2_903;chr12_40
chr2_905;chr12_3270
chr2_90;chr5_337
chr2_913;chr12_2024
chr2_915;chr12_17
chr2_919;chr12_1329
chr2_91;chr5_340
chr2_920;chr12_13
chr2_922;chr12_10
chr2_924;chr5_3161
chr2_925;chr5_3160
chr2_926;chr5_2153
chr2_926;chr5_2154
chr2_92;chr5_3178
chr2_932;chr5_313
chr2_934;chr5_305
chr2_936;chr5_315
chr2_938;chr5_349
chr2_940;chr5_351
chr2_941;chr5_349
chr2_942;chr5_4652
chr2_954;chr5_380
chr2_955;chr5_3174
chr2_963;chr17_1213
chr2_965;chr17_1214
chr2_966;chr17_1901
chr2_967;chr17_1231
chr2_971;chr17_1242
chr2_976;chr17_3195
chr2_978;chr17_3196
chr2_980;chr17_4333
chr2_981;chr17_2805
chr2_987;chr17_1299
chr2_98;chr17_3200
chr2_995;chr17_1293
chr2_997;chr17_1308
chr2_999;chr17_1289
chr2_99;chr17_1908
chr2_9;chr17_1331
chr3_1001;chr6_3043
chr3_1006;chr6_1471
chr3_100;chr14_247
chr3_1014;chr6_1483
chr3_101;chr14_2721
chr3_1022;chr6_2650
chr3_1025;chr6_1522
chr3_1029;chr6_4126
chr3_1030;chr6_4127
chr3_103;chr14_19
chr3_1041;chr16_1052
chr3_1043;chr16_2190
chr3_1052;chr16_1031
chr3_1056;chr16_1029
chr3_1057;chr16_1033
chr3_1059;chr16_1021
chr3_1062;chr16_1026
chr3_1064;chr16_1035
chr3_1065;chr16_1668
chr3_1071;chr16_1015
chr3_107;chr6_4769
chr3_1080;chr16_989
chr3_1081;chr16_987
chr3_1091;chr16_946
chr3_1092;chr16_1525
chr3_1092;chr16_941
chr3_1093;chr16_942
chr3_109;chr14_35
chr3_1101;chr16_910
chr3_1107;chr16_1463
chr3_1108;chr16_871
chr3_1111;chr16_3457
chr3_1111;chr16_3555
chr3_1114;chr16_860
chr3_1116;chr16_2695
chr3_1122;chr16_818
chr3_1128;chr16_801
chr3_1129;chr16_787
chr3_1129;chr16_789
chr3_1133;chr16_762
chr3_1134;chr16_765
chr3_1135;chr16_764
chr3_1137;chr16_752
chr3_1140;chr16_765
chr3_1141;chr16_1997
chr3_1142;chr16_1428
chr3_1143;chr16_740
chr3_1144;chr16_735
chr3_1148;chr16_2674
chr3_1149;chr16_733
chr3_114;chr6_1380
chr3_1150;chr16_732
chr3_1153;chr16_707
chr3_1154;chr16_2424
chr3_1155;chr16_705
chr3_1156;chr16_1606
chr3_1157;chr16_757
chr3_1158;chr16_1998
chr3_115;chr6_1380
chr3_1162;chr6_1205
chr3_1163;chr6_1198
chr3_1164;chr6_1195
chr3_1166;chr2_213
chr3_1166;chr6_1197
chr3_1176;chr6_1224
chr3_1179;chr6_2476
chr3_1183;chr6_2786
chr3_1183;chr6_4066
chr3_1184;chr6_3025
chr3_1186;chr6_1172
chr3_1191;chr6_1152
chr3_1195;chr3_187
chr3_1198;chr6_3434
chr3_119;chr6_2521
chr3_1200;chr6_1724
chr3_1201;chr6_1740
chr3_1202;chr9_1361
chr3_1208;chr9_3857
chr3_1209;chr9_1351
chr3_1210;chr9_3493
chr3_1211;chr9_1344
chr3_1216;chr9_1332
chr3_1219;chr9_1324
chr3_121;chr6_4506
chr3_1220;chr9_1323
chr3_1221;chr9_1320
chr3_1223;chr9_1318
chr3_1224;chr9_2000
chr3_1226;chr9_1990
chr3_1229;chr9_1294
chr3_1230;chr9_3346
chr3_123;chr16_1059
chr3_1241;chr9_1279
chr3_1243;chr9_2281
chr3_1244;chr9_2282
chr3_1245;chr9_1272
chr3_1248;chr9_1247
chr3_1249;chr9_1254
chr3_124;chr16_1044
chr3_1250;chr9_1245
chr3_1251;chr9_1243
chr3_1253;chr9_1237
chr3_1253;chr9_1238
chr3_1254;chr9_1244
chr3_1255;chr9_1228
chr3_1256;chr9_1216
chr3_125;chr16_1041
chr3_1261;chr3_74
chr3_1263;chr3_4082
chr3_1264;chr3_406
chr3_1269;chr3_411
chr3_126;chr16_1036
chr3_1275;chr3_3466
chr3_1276;chr3_3466
chr3_1278;chr3_79
chr3_1279;chr3_4083
chr3_1281;chr3_75
chr3_1287;chr3_418
chr3_1288;chr3_3467
chr3_128;chr16_1034
chr3_1290;chr3_4275
chr3_1293;chr3_427
chr3_1296;chr3_472
chr3_1297;chr3_2030
chr3_12;chr6_1404
chr3_1300;chr3_4299
chr3_1301;chr3_2799
chr3_1302;chr3_1751
chr3_1303;chr3_481
chr3_1304;chr3_492
chr3_1305;chr3_493
chr3_1309;chr3_510
chr3_130;chr16_2848
chr3_1311;chr3_528
chr3_1313;chr3_532
chr3_1314;chr3_538
chr3_1315;chr3_539
chr3_1317;chr3_3796
chr3_1318;chr3_552
chr3_1319;chr3_553
chr3_131;chr16_1006
chr3_1323;chr3_2470
chr3_1324;chr3_1758
chr3_1325;chr3_1758
chr3_1326;chr3_2942
chr3_1330;chr3_573
chr3_1331;chr3_585
chr3_134;chr16_998
chr3_1357;chr3_1683
chr3_135;chr16_998
chr3_1360;chr3_2757
chr3_1362;chr3_133
chr3_1363;chr3_133
chr3_1364;chr3_3040
chr3_1366;chr3_4610
chr3_1372;chr3_4611
chr3_1373;chr3_2923
chr3_1374;chr3_139
chr3_1376;chr3_110
chr3_1378;chr3_109
chr3_1379;chr3_100
chr3_1389;chr3_2763
chr3_1393;chr3_183
chr3_1398;chr16_397
chr3_139;chr16_975
chr3_1400;chr16_1934
chr3_1401;chr16_300
chr3_1402;chr16_298
chr3_1402;chr16_299
chr3_1405;chr16_301
chr3_1406;chr16_306
chr3_1407;chr16_307
chr3_1408;chr16_301
chr3_140;chr16_977
chr3_1412;chr16_322
chr3_1413;chr16_311
chr3_1414;chr16_2931
chr3_1414;chr16_2932
chr3_1416;chr16_316
chr3_1417;chr16_1942
chr3_1418;chr16_319
chr3_1419;chr16_2806
chr3_141;chr16_966
chr3_141;chr16_970
chr3_1425;chr16_375
chr3_1426;chr16_381
chr3_142;chr16_1659
chr3_1433;chr16_380
chr3_1437;chr16_2162
chr3_1438;chr16_2157
chr3_1439;chr16_2155
chr3_1440;chr16_2158
chr3_1441;chr16_1412
chr3_1445;chr16_1579
chr3_1446;chr16_1580
chr3_1450;chr16_409
chr3_1459;chr16_468
chr3_145;chr16_931
chr3_1463;chr16_485
chr3_1464;chr16_486
chr3_146;chr16_919
chr3_1474;chr16_2629
chr3_1475;chr16_2630
chr3_1475;chr16_2631
chr3_1476;chr16_2816
chr3_1479;chr16_565
chr3_1482;chr16_568
chr3_1485;chr16_570
chr3_1489;chr16_3121
chr3_1492;chr16_1963
chr3_1497;chr16_3304
chr3_14;chr16_1446
chr3_1500;chr16_588
chr3_1500;chr16_601
chr3_1504;chr16_2169
chr3_1506;chr16_2398
chr3_1508;chr16_2399
chr3_150;chr16_885
chr3_1512;chr16_618
chr3_1513;chr16_1594
chr3_1514;chr16_1766
chr3_1514;chr16_1767
chr3_1514;chr4_2774
chr3_1515;chr16_617
chr3_1517;chr16_624
chr3_151;chr16_872
chr3_1523;chr16_1418
chr3_1524;chr16_1523
chr3_1525;chr16_1596
chr3_1525;chr16_2827
chr3_1526;chr16_1596
chr3_1527;chr16_1973
chr3_1529;chr16_637
chr3_152;chr16_2040
chr3_1531;chr16_645
chr3_1532;chr16_640
chr3_1537;chr16_683
chr3_1538;chr13_862
chr3_1543;chr16_690
chr3_1544;chr16_3525
chr3_1547;chr16_672
chr3_1548;chr16_1989
chr3_1550;chr16_1990
chr3_1552;chr16_1603
chr3_1553;chr16_671
chr3_1554;chr16_670
chr3_1555;chr16_1423
chr3_1559;chr16_1986
chr3_1560;chr16_1985
chr3_1563;chr16_650
chr3_1565;chr16_1981
chr3_1567;chr16_657
chr3_1569;chr16_649
chr3_156;chr16_2022
chr3_1573;chr16_1979
chr3_1575;chr16_1977
chr3_1576;chr16_2410
chr3_1580;chr6_3391
chr3_1587;chr9_4324
chr3_1589;chr9_4329
chr3_158;chr16_796
chr3_1592;chr9_3164
chr3_1593;chr9_2105
chr3_1596;chr9_3124
chr3_159;chr16_757
chr3_1601;chr9_5425
chr3_1604;chr9_2299
chr3_1605;chr9_3075
chr3_160;chr16_2680
chr3_1611;chr14_233
chr3_1617;chr6_1371
chr3_161;chr16_1429
chr3_1623;chr16_880
chr3_1627;chr16_2426
chr3_1628;chr16_1994
chr3_162;chr16_1429
chr3_1630;chr6_3547
chr3_1631;chr6_1742
chr3_1631;chr6_1743
chr3_1632;chr6_1722
chr3_1635;chr9_1363
chr3_1639;chr3_2805
chr3_163;chr16_1427
chr3_1640;chr3_4322
chr3_1641;chr3_583
chr3_1643;chr3_1699
chr3_1646;chr16_1947
chr3_1648;chr16_340
chr3_164;chr6_1225
chr3_1650;chr16_602
chr3_1656;chr6_1583
chr3_1664;chr6_1605
chr3_1665;chr6_5684
chr3_1667;chr6_4477
chr3_1670;chr6_1294
chr3_1672;chr6_4095
chr3_1677;chr17_4089
chr3_167;chr6_3344
chr3_1684;chr9_5209
chr3_1686;chr9_4300
chr3_170;chr6_4158
chr3_171;chr6_1733
chr3_172;chr9_1356
chr3_1737;chr9_3110
chr3_1738;chr9_1485
chr3_1738;chr9_1486
chr3_1740;chr9_4657
chr3_1742;chr9_3080
chr3_174;chr9_4254
chr3_1753;chr9_3057
chr3_1754;chr9_3056
chr3_1755;chr9_3867
chr3_175;chr9_1313
chr3_1762;chr14_1801
chr3_176;chr9_1313
chr3_1775;chr14_3259
chr3_1776;chr14_29
chr3_177;chr9_1304
chr3_1783;chr14_1723
chr3_1792;chr6_1416
chr3_179;chr9_1984
chr3_17;chr6_5015
chr3_1805;chr16_1472
chr3_1805;chr16_1473
chr3_1807;chr16_1471
chr3_180;chr9_5138
chr3_1817;chr16_2845
chr3_181;chr9_1282
chr3_1821;chr16_3328
chr3_1829;chr16_3024
chr3_182;chr9_3841
chr3_1836;chr16_2271
chr3_1837;chr16_3176
chr3_1839;chr16_3174
chr3_183;chr9_1263
chr3_184;chr9_1258
